,Datetime,Tweet Id,Text,Username
0,2021-10-10 09:39:43+00:00,1447134743552798720,do u guys like my lesbian pride pfp,muherrgender
1,2021-10-10 09:39:38+00:00,1447134721612423173,@prideflagbot @prideflagbot lesbian pride flag https://t.co/FnnnP95Ku6,anibagels
2,2021-10-10 09:39:37+00:00,1447134718143696898,ليز نقطه خاص عادي لو حسابج الرسمي 😭#معصيتي_راحْتيٌ #معصيتيي_راحتي #كلب #ليزبانِ #عمه_ساديه #معصيتي__راحتي #معصيتي_رحتي #سكـس_كتابي #عمه #معصيتي_رIحتي #معصيتي_راحْتيٌ #كلبه #كلبه_مطيعةُِ #سالب_بنوتي #سالب_القصيم  #ديوث_بدوي #ميغا  #بنوتي #كسي #عمه_دبي #عمه_للكلبات #ليز #ليز_دبي,fatima_lesbian
3,2021-10-10 09:39:31+00:00,1447134692524838913,"@yurisofts @wlwgirls OK I KNEW THAT THEIR DRESSES R BI AND LESBIAN FLAGS, BUT I STILL REALLY LIKE THIS OMG",nmo6xo
4,2021-10-10 09:39:30+00:00,1447134688733118468,very lesbian of her https://t.co/wrFlPteGVe,anisbear
5,2021-10-10 09:39:22+00:00,1447134653685669897,There are a LOT of sheep on twitter too. I feel sad that some of y’all can’t be your self and have to follow other people.,KaybeeLesbian
6,2021-10-10 09:39:19+00:00,1447134639588511745,@evrydaeily THANKS BESTIEE,D4LS3GNO
7,2021-10-10 09:39:18+00:00,1447134638074441731,"@traabot *sees attractive woman*
“ASSIMILATE”",NiraSader
8,2021-10-10 09:39:09+00:00,1447134599251902468,@HorsePoster Somua S35 https://t.co/BqBfu6wvBc,Tankgorl
9,2021-10-10 09:38:48+00:00,1447134509468618756,@_moon_lesbian АХАХХАХАХПХАХХАХ,Pppizdes
10,2021-10-10 09:38:44+00:00,1447134492473413634,man can we just. do the sequel trilogy over. but Good,rikuapologist
11,2021-10-10 09:38:42+00:00,1447134484411961349,being lesbian is so beautiful,alrvmk
12,2021-10-10 09:38:41+00:00,1447134481740189697,"Моя любимая троица

Леля вышла плохо потому что мне неудобно рисовать в этом ракурсе(

Зато мне Маха оч нравица https://t.co/VZb54WCapC",pidor_essa
13,2021-10-10 09:38:07+00:00,1447134339062550528,@milfsignora @chocowwate I saw so many people in #that server use loli and waifu it makes me so angry everytime i see those words,Kitzushin
14,2021-10-10 09:38:03+00:00,1447134321689645061,gungender lesbian who is in love with a owlcatgender (coined by @/grinauxiliatrix) lesbian &lt;3,XenogenderLesbo
15,2021-10-10 09:38:00+00:00,1447134310650327041,@sardonicatt “An already established and well-known umbrella term for wlw” that’s traditionally synonymous with ‘lesbian’.,tharook
16,2021-10-10 09:37:49+00:00,1447134265179885572,The Explosive ‘Nuclear Family’ Finale Reveals Outcome of Lesbian Moms’ Battle With Sperm Donor https://t.co/gkf79g96xi,BuzzEdition
17,2021-10-10 09:37:49+00:00,1447134264458285057,"if you are afraid to create something because you think it might have already been made by someone else, consider that if you both make it independently, you've just participated in multiple discovery and that's pretty damn cool too :)",violet_octupi
18,2021-10-10 09:37:36+00:00,1447134208573333513,"jus wna come in n say hi!! im a lesbian n i took a liking 2 sangwoos chara in sqg!!! thanks for this acc :3 i lov… — hi omg you are so valid!! youre allowed to like whichever characters you want regardless of sexuality, like im ml… https://t.co/QUqUVCA9yQ",parkhaesoopics
19,2021-10-10 09:37:32+00:00,1447134191364231169,@cbucksrules You don't like cheesecake? Yay! More for me!,FightUnreality
20,2021-10-10 09:37:32+00:00,1447134190827409418,@ElbrusFemboy T-26 https://t.co/JmBZfqqk5w,Tankgorl
21,2021-10-10 09:37:26+00:00,1447134168933027842,Patutlah susah nak end chat. Boys. Except for me boleh pulun. I lesbian. https://t.co/1nXz6wj5gI,mirahamir_
22,2021-10-10 09:37:21+00:00,1447134147684847618,"Why target Kath - a lesbian herself, someone who is emphatically not hateful, who's stated her commitment to treat trans people respectfully (and behaved consistently with that, who has called out the ugliness of actual transphobes?",sarahditum
23,2021-10-10 09:37:19+00:00,1447134139057152008,@prideflagbot lesbian pride flag https://t.co/Dv9k7iIz2k,europachu
