,Datetime,Tweet Id,Text,Username
0,2021-10-10 20:19:10+00:00,1447295664636022789,@prideflagbot lesbian pride flag https://t.co/L3Ufr8CKhP,sapphicdenton
1,2021-10-10 20:19:06+00:00,1447295648328523777,"@gayprettyboyotd @lesflagotd 1) moon lesbian
2-3) dusk lesbian
4) nonbinary lesbian https://t.co/jL2NTfZ7jV",otdadhd
2,2021-10-10 20:19:02+00:00,1447295631005995008,does anyone have cool nblm and nonbinary lesbian flags i can see bc i wanna draw my au snow sugars with flags,Azure_Bolts
3,2021-10-10 20:19:01+00:00,1447295625662500866,mang lesbian protector https://t.co/pIwtMjsTTE,vhzjoon
4,2021-10-10 20:18:59+00:00,1447295620268630027,What even are field goals,MorteReport
5,2021-10-10 20:18:58+00:00,1447295614514044931,"@Suh_Wu @Ro_mieo @TheVyralTrendz A father protecting his legacy, disciplining his erring daughter caught in a lesbian relationship was what you term nonsense.
May God judge you",MrEyenese
6,2021-10-10 20:18:57+00:00,1447295611133259776,"@quelizinha @01_annabel @jordxnbennett Because it’s her job to search him? Lesbians and gay men don’t explode if they touch each other, no matter how disgusted the lesbian is at men.",sphericaltime
7,2021-10-10 20:18:51+00:00,1447295583031595016,Trying to set up a date for some lesbian love 💖💖💖,IceTwerd
8,2021-10-10 20:18:49+00:00,1447295574227574784,"i’m a huge feminist, i believe all women would be happier in lesbian relationships 😣",lame_tylie
9,2021-10-10 20:18:47+00:00,1447295567743307777,"My newest OC is rekindling my love for the muppets once again. A fandom I never thought id fall back into hut im happy to be here. This is Melody, based off an old cringe fanfic i wrote back in the day.  Dont ask about it. https://t.co/w7e6STfTDA",Pussywisse
10,2021-10-10 20:18:43+00:00,1447295549544226816,@MM1THX0TB @Harry_Styles stream my lesbian moms https://t.co/U2ta0vT3fC,onlyghostie
11,2021-10-10 20:18:40+00:00,1447295539654053916,"@emrsnv10 @queersocialism They did explain? They said it’s 750 for rent and 60 for the electric bill. 
Also, wtf does including descriptors like “black” and “lesbian” have to do w being/seeming disingenuous? Is that just your word for shit you don’t like? 
If you can’t read bro, maybe twitters not for you",QueenHalsey16
12,2021-10-10 20:18:39+00:00,1447295534117556227,"WHAT DO YOU MEAN MY PARENTS WERE WORRIED ABOUT ME FINDING 🌽

I WAS TOO INVESTED IN SELF SHIP UNDERTALE AND CREEPYPASTA.

And finding out what the fuck was lesbian fucking. https://t.co/LgvsPzcbHQ",crimbur_
