,Datetime,Tweet Id,Text,Username
0,2021-10-09 09:17:42+00:00,1446766814533402624,"U dont need to be gay or lesbian b4 u oppose/support this argument. What of those who find have no sexual/spiritual attraction for ani sex party.
The person being male but finds no desire for females nor males. LGBTQ+ for u. Read wide https://t.co/ekOp4ZGGBW",Twitwime24times
1,2021-10-09 09:17:38+00:00,1446766796334305281,"@mimicaIss pink, green, yellow, white",threadiinspo
2,2021-10-09 09:17:37+00:00,1446766792798507012,@V4LD3NZ man i literally said its a joke and op was joking too. lesbians are allowed to joke abt lesbian things can you pls quit 😭 how are you even 18 yo jesus,u3uahri
3,2021-10-09 09:17:32+00:00,1446766769905946625,That's heartbreaking https://t.co/TMSq6R29Ve,yfkskylah
4,2021-10-09 09:17:29+00:00,1446766757327392768,@91LWTFAIRY look at my likes and retweets,lwtfeetbot
5,2021-10-09 09:17:27+00:00,1446766752034172932,"Blonde and brunette girls fucking toguether, amazing lesbian sex https://t.co/apmS8nz32z",18plus_LGBTQ
6,2021-10-09 09:17:18+00:00,1446766713979248645,"So someone can say lesbian queen and get 2 upvotes, but I have an nb pfp and get -10? I gave the artist valid criticism, and I could have been far more mean while saying it too :/ https://t.co/5NPqg8EHxq",Mcpk7
7,2021-10-09 09:17:18+00:00,1446766711382888453,@barrytozier OMG!!!,Lesbian_Bhader
8,2021-10-09 09:17:16+00:00,1446766704046923778,@miyabjks /j tho im not weird,peimingpegger
9,2021-10-09 09:17:15+00:00,1446766699383033858,Everyday is lesbian day,Milfzzzzz
10,2021-10-09 09:17:14+00:00,1446766696979578882,https://t.co/AL336lu3ge,Lesbian_0615
11,2021-10-09 09:17:13+00:00,1446766691342602243,@cherytr3 its on netflix internationally!!,sapphicizuku
12,2021-10-09 09:17:12+00:00,1446766687408242688,lesbian erasure is such a big issue in media and so many non lesbians don’t realise it https://t.co/6t1T9MhJc0,vapormp3
13,2021-10-09 09:17:11+00:00,1446766683490684930,HAPPY INTERNATIONAL LESBIAN DAY ❤️ https://t.co/zrwRhJd7Kd,rnlhnl
14,2021-10-09 09:17:08+00:00,1446766671788576779,@lachlanchuula I have seminars on Tuesday :( I will pay full price for these wings if you really think they're all that,yfkskylah
15,2021-10-09 09:17:07+00:00,1446766667778772993,@miyabjks ha jokes on you im into that,peimingpegger
16,2021-10-09 09:17:03+00:00,1446766650007691265,@hyejIuvr no 😭😭,D4LS3GNO
17,2021-10-09 09:17:03+00:00,1446766649558798341,being a lesbian is so sexy,abbavoyager
18,2021-10-09 09:17:00+00:00,1446766635767926789,"Its not uncommon to hold up some aspect of self as a defence for bigotry &amp; hate.

""I've been a victim""
""I'm lgbt""
Etc.

Hate &amp; bigotry are not excusable by how you identify.

You can be a lesbian &amp; still be a homophobe.
Gay &amp; a misogynist.
Even hate towards your own group.",MisandryE
19,2021-10-09 09:16:49+00:00,1446766588678615053,"@venti_later bro, lipstick reminded me of the killer twin she had who was trying to kill by kissing people with a poisonous lipstick, man i really wanted to be kissed by h -[shot]",marjory_delaqua
20,2021-10-09 09:16:38+00:00,1446766545024266244,need a butch lesbian in my life pls,sterlinqwesley
21,2021-10-09 09:16:35+00:00,1446766531942105089,@beretguygosolo and lesbian too :// liek ano ako,jaudrey_
22,2021-10-09 09:16:28+00:00,1446766502347169793,"this is a feeling specific to social interactions between wlw and femme presenting folk, including with hetero / cis women, and I struggled with it a lot when I was first identifying as a lesbian several years ago. Being bi obviously doesnt change this. I still struggle with it.",beanedsprouts
23,2021-10-09 09:16:23+00:00,1446766483024097285,they should redesign the lesbian flag to just be anns face,PlushieJoker
24,2021-10-09 09:16:23+00:00,1446766481648332804,girlflux Lesbians  here is a calming carrd https://t.co/owsVm35WFg.,gendrfluidlesbi
25,2021-10-09 09:16:22+00:00,1446766476988272640,"@DaRealMiniToon @ShiniwaKomaeda Happy Lesbian day for all lesbians!
I'm not lesbian, but still a thanks from me, Mini!",LucyOnBoard
26,2021-10-09 09:16:20+00:00,1446766469241581571,i can’t remember all but i love all my lesbian moots with my entire heart https://t.co/ibFOe90Aeq,vapormp3
27,2021-10-09 09:16:03+00:00,1446766397531512833,"@MaxIsAQTPriv uwillnot
oriwill!!
ww
ppwes
ddnt",pinkhairemily
